lat,lon,elevation_m,slope_pct,slope_category
16.638674,77.187958,359.0,0.22,flat
16.638674,77.192662,361.0,0.32,flat
16.638674,77.197367,362.0,0.78,flat
16.638674,77.202071,367.0,1.02,flat
16.638674,77.206776,372.0,1.03,flat
16.638674,77.21148,376.0,0.94,flat
16.638674,77.216185,377.0,0.41,flat
16.638674,77.220889,375.0,0.61,flat
16.638674,77.225594,376.0,0.54,flat
16.638674,77.230298,377.0,0.8,flat
16.638674,77.235003,384.0,0.67,flat
16.638674,77.239707,380.0,0.58,flat
16.638674,77.244411,387.0,1.65,flat
16.638674,77.249116,396.0,0.22,flat
16.638674,77.25382,388.0,0.57,flat
16.638674,77.258525,392.0,0.61,flat
16.638674,77.263229,389.0,0.42,flat
16.638674,77.267934,389.0,0.5,flat
16.643178,76.985666,401.0,1.02,flat
16.643178,76.990371,402.0,1.12,flat
16.643178,76.995075,403.0,1.87,flat
16.643178,76.99978,407.0,1.46,flat
16.643178,77.004484,407.0,1.3,flat
16.643178,77.009189,412.0,0.67,flat
16.643178,77.013893,410.0,0.72,flat
16.643178,77.018597,408.0,0.42,flat
16.643178,77.023302,407.0,0.63,flat
16.643178,77.028006,410.0,0.4,flat
16.643178,77.032711,411.0,0.51,flat
16.643178,77.037415,411.0,1.39,flat
16.643178,77.04212,404.0,0.89,flat
16.643178,77.046824,403.0,0.78,flat
16.643178,77.051529,398.0,0.63,flat
16.643178,77.056233,397.0,0.32,flat
16.643178,77.060938,395.0,0.3,flat
16.643178,77.065642,397.0,1.22,flat
16.643178,77.070346,393.0,0.92,flat
16.643178,77.075051,395.0,0.41,flat
16.643178,77.079755,392.0,1.12,flat
16.643178,77.08446,385.0,0.8,flat
16.643178,77.089164,392.0,1.53,flat
16.643178,77.093869,382.0,1.92,flat
16.643178,77.098573,383.0,1.71,flat
16.643178,77.103278,376.0,1.41,flat
16.643178,77.107982,373.0,1.17,flat
16.643178,77.112687,372.0,1.35,flat
16.643178,77.117391,363.0,1.12,flat
16.643178,77.122096,361.0,0.54,flat
16.643178,77.1268,361.0,0.32,flat
16.643178,77.131504,358.0,1.89,flat
16.643178,77.136209,345.0,0.22,flat
16.643178,77.140913,360.0,1.32,flat
16.643178,77.145618,358.0,0.32,flat
16.643178,77.150322,359.0,0.54,flat
16.643178,77.155027,360.0,1.4,flat
16.643178,77.159731,358.0,1.97,flat
16.643178,77.164436,350.0,0.58,flat
16.643178,77.16914,363.0,1.5,flat
16.643178,77.173845,365.0,0.32,flat
16.643178,77.178549,360.0,0.32,flat
16.643178,77.183254,362.0,0.41,flat
16.643178,77.187958,364.0,0.63,flat
16.643178,77.192662,364.0,0.92,flat
16.643178,77.197367,366.0,0.81,flat
16.643178,77.202071,365.0,0.14,flat
16.643178,77.206776,367.0,0.45,flat
16.643178,77.21148,369.0,0.94,flat
16.643178,77.216185,375.0,1.0,flat
16.643178,77.220889,379.0,1.02,flat
16.643178,77.225594,377.0,0.54,flat
16.643178,77.230298,377.0,0.32,flat
16.643178,77.235003,378.0,0.86,flat
16.643178,77.239707,384.0,1.06,flat
16.643178,77.244411,386.0,0.5,flat
16.643178,77.249116,389.0,0.67,flat
16.643178,77.25382,389.0,0.2,flat
16.643178,77.258525,391.0,0.14,flat
16.643178,77.263229,390.0,0.73,flat
16.643178,77.267934,393.0,0.6,flat
16.647683,76.985666,408.0,1.17,flat
16.647683,76.990371,413.0,1.2,flat
16.647683,76.995075,416.0,2.41,flat
16.647683,76.99978,411.0,1.6,flat
16.647683,77.004484,417.0,0.42,flat
16.647683,77.009189,414.0,0.57,flat
16.647683,77.013893,413.0,0.42,flat
16.647683,77.018597,411.0,0.32,flat
16.647683,77.023302,410.0,0.71,flat
16.647683,77.028006,410.0,0.42,flat
16.647683,77.032711,413.0,1.25,flat
16.647683,77.037415,421.0,0.85,flat
16.647683,77.04212,410.0,1.55,flat
16.647683,77.046824,406.0,0.91,flat
16.647683,77.051529,401.0,0.89,flat
16.647683,77.056233,398.0,0.67,flat
16.647683,77.060938,395.0,0.54,flat
16.647683,77.065642,400.0,0.85,flat
16.647683,77.070346,403.0,1.5,flat
16.647683,77.075051,388.0,1.66,flat
16.647683,77.079755,388.0,0.78,flat
16.647683,77.08446,383.0,0.92,flat
16.647683,77.089164,381.0,1.26,flat
16.647683,77.093869,379.0,0.64,flat
16.647683,77.098573,377.0,1.52,flat
16.647683,77.103278,373.0,1.14,flat
16.647683,77.107982,368.0,1.06,flat
16.647683,77.112687,381.0,0.98,flat
16.647683,77.117391,372.0,1.36,flat
16.647683,77.122096,368.0,0.98,flat
16.647683,77.1268,363.0,1.4,flat
16.647683,77.131504,354.0,0.3,flat
16.647683,77.136209,363.0,1.84,flat
16.647683,77.140913,361.0,0.71,flat
16.647683,77.145618,362.0,0.89,flat
16.647683,77.150322,357.0,1.0,flat
16.647683,77.155027,354.0,1.24,flat
16.647683,77.159731,345.0,1.0,flat
16.647683,77.164436,362.0,2.06,flat
16.647683,77.16914,361.0,0.3,flat
16.647683,77.173845,362.0,0.1,flat
16.647683,77.178549,360.0,0.2,flat
16.647683,77.183254,362.0,0.58,flat
16.647683,77.187958,365.0,0.94,flat
16.647683,77.192662,370.0,1.3,flat
16.647683,77.197367,370.0,1.02,flat
16.647683,77.202071,368.0,0.5,flat
16.647683,77.206776,370.0,1.14,flat
16.647683,77.21148,371.0,0.86,flat
16.647683,77.216185,377.0,1.4,flat
16.647683,77.220889,385.0,1.55,flat
16.647683,77.225594,381.0,0.54,flat
16.647683,77.230298,380.0,0.36,flat
16.647683,77.235003,379.0,0.81,flat
16.647683,77.239707,387.0,0.8,flat
16.647683,77.244411,387.0,0.5,flat
16.647683,77.249116,390.0,0.81,flat
16.647683,77.25382,388.0,0.14,flat
16.647683,77.258525,391.0,1.06,flat
16.647683,77.263229,396.0,0.54,flat
16.647683,77.267934,389.0,1.49,flat
16.652187,76.985666,407.0,0.89,flat
16.652187,76.990371,411.0,2.09,flat
16.652187,76.995075,427.0,1.24,flat
16.652187,76.99978,423.0,1.75,flat
16.652187,77.004484,410.0,1.8,flat
16.652187,77.009189,408.0,0.58,flat
16.652187,77.013893,407.0,1.2,flat
16.652187,77.018597,409.0,0.92,flat
16.652187,77.023302,414.0,0.22,flat
16.652187,77.028006,407.0,1.08,flat
16.652187,77.032711,405.0,0.89,flat
16.652187,77.037415,403.0,2.32,flat
16.652187,77.04212,408.0,0.71,flat
16.652187,77.046824,402.0,0.63,flat
16.652187,77.051529,402.0,0.22,flat
16.652187,77.056233,400.0,0.28,flat
16.652187,77.060938,400.0,0.4,flat
16.652187,77.065642,400.0,0.45,flat
16.652187,77.070346,402.0,1.63,flat
16.652187,77.075051,388.0,1.65,flat
16.652187,77.079755,386.0,0.9,flat
16.652187,77.08446,379.0,0.61,flat
16.652187,77.089164,380.0,0.54,flat
16.652187,77.093869,377.0,1.49,flat
16.652187,77.098573,369.0,0.85,flat
16.652187,77.103278,369.0,0.42,flat
16.652187,77.107982,366.0,0.72,flat
16.652187,77.112687,363.0,1.6,flat
16.652187,77.117391,367.0,1.02,flat
16.652187,77.122096,365.0,0.99,flat
16.652187,77.1268,360.0,1.08,flat
16.652187,77.131504,355.0,0.28,flat
16.652187,77.136209,362.0,1.2,flat
16.652187,77.140913,367.0,1.26,flat
16.652187,77.145618,366.0,1.02,flat
16.652187,77.150322,365.0,1.04,flat
16.652187,77.155027,363.0,1.0,flat
16.652187,77.159731,364.0,1.7,flat
16.652187,77.164436,363.0,0.54,flat
16.652187,77.16914,366.0,0.63,flat
16.652187,77.173845,365.0,0.72,flat
16.652187,77.178549,362.0,0.1,flat
16.652187,77.183254,365.0,0.73,flat
16.652187,77.187958,369.0,1.63,flat
16.652187,77.192662,376.0,0.7,flat
16.652187,77.197367,376.0,0.85,flat
16.652187,77.202071,370.0,1.22,flat
16.652187,77.206776,378.0,0.72,flat
16.652187,77.21148,374.0,0.45,flat
16.652187,77.216185,376.0,2.02,flat
16.652187,77.220889,394.0,0.36,flat
16.652187,77.225594,379.0,2.0,flat
16.652187,77.230298,374.0,0.36,flat
16.652187,77.235003,382.0,1.04,flat
16.652187,77.239707,384.0,0.89,flat
16.652187,77.244411,390.0,1.43,flat
16.652187,77.249116,397.0,0.2,flat
16.652187,77.25382,390.0,0.81,flat
16.652187,77.258525,398.0,0.78,flat
16.652187,77.263229,395.0,0.2,flat
16.652187,77.267934,398.0,1.17,flat
16.656692,76.985666,412.0,1.78,flat
16.656692,76.990371,419.0,0.71,flat
16.656692,76.995075,413.0,1.75,flat
16.656692,76.99978,415.0,1.9,flat
16.656692,77.004484,407.0,0.78,flat
16.656692,77.009189,409.0,0.85,flat
16.656692,77.013893,401.0,0.81,flat
16.656692,77.018597,405.0,1.35,flat
16.656692,77.023302,411.0,0.81,flat
16.656692,77.028006,404.0,0.72,flat
16.656692,77.032711,405.0,0.78,flat
16.656692,77.037415,398.0,0.82,flat
16.656692,77.04212,403.0,1.17,flat
16.656692,77.046824,404.0,0.14,flat
16.656692,77.051529,402.0,0.5,flat
16.656692,77.056233,400.0,0.32,flat
16.656692,77.060938,399.0,0.89,flat
16.656692,77.065642,396.0,0.81,flat
16.656692,77.070346,392.0,1.08,flat
16.656692,77.075051,392.0,0.45,flat
16.656692,77.079755,388.0,1.02,flat
16.656692,77.08446,382.0,1.2,flat
16.656692,77.089164,376.0,1.36,flat
16.656692,77.093869,369.0,0.28,flat
16.656692,77.098573,374.0,1.1,flat
16.656692,77.103278,370.0,1.08,flat
16.656692,77.107982,364.0,0.58,flat
16.656692,77.112687,365.0,0.63,flat
16.656692,77.117391,362.0,0.4,flat
16.656692,77.122096,361.0,0.58,flat
16.656692,77.1268,359.0,0.92,flat
16.656692,77.131504,352.0,0.71,flat
16.656692,77.136209,364.0,2.1,flat
16.656692,77.140913,373.0,0.82,flat
16.656692,77.145618,372.0,1.08,flat
16.656692,77.150322,367.0,0.94,flat
16.656692,77.155027,364.0,0.58,flat
16.656692,77.159731,362.0,0.36,flat
16.656692,77.164436,367.0,0.86,flat
16.656692,77.16914,367.0,0.51,flat
16.656692,77.173845,368.0,0.72,flat
16.656692,77.178549,361.0,0.5,flat
16.656692,77.183254,364.0,1.71,flat
16.656692,77.187958,377.0,0.63,flat
16.656692,77.192662,370.0,0.51,flat
16.656692,77.197367,376.0,1.08,flat
16.656692,77.202071,380.0,0.4,flat
16.656692,77.206776,376.0,0.54,flat
16.656692,77.21148,375.0,0.81,flat
16.656692,77.216185,380.0,0.89,flat
16.656692,77.220889,383.0,0.7,flat
16.656692,77.225594,380.0,0.1,flat
16.656692,77.230298,382.0,0.92,flat
16.656692,77.235003,382.0,0.9,flat
16.656692,77.239707,391.0,1.12,flat
16.656692,77.244411,393.0,0.14,flat
16.656692,77.249116,392.0,0.36,flat
16.656692,77.25382,396.0,0.78,flat
16.656692,77.258525,397.0,0.2,flat
16.656692,77.263229,398.0,0.36,flat
16.656692,77.267934,399.0,0.22,flat
16.661196,76.985666,418.0,0.1,flat
16.661196,76.990371,418.0,1.2,flat
16.661196,76.995075,410.0,1.48,flat
16.661196,76.99978,405.0,1.12,flat
16.661196,77.004484,405.0,0.58,flat
16.661196,77.009189,402.0,0.94,flat
16.661196,77.013893,400.0,0.54,flat
16.661196,77.018597,400.0,0.67,flat
16.661196,77.023302,406.0,0.76,flat
16.661196,77.028006,403.0,0.61,flat
16.661196,77.032711,400.0,0.94,flat
16.661196,77.037415,395.0,0.2,flat
16.661196,77.04212,398.0,1.13,flat
16.661196,77.046824,403.0,0.86,flat
16.661196,77.051529,405.0,0.45,flat
16.661196,77.056233,401.0,1.39,flat
16.661196,77.060938,392.0,1.3,flat
16.661196,77.065642,396.0,0.5,flat
16.661196,77.070346,392.0,0.85,flat
16.661196,77.075051,390.0,0.45,flat
16.661196,77.079755,388.0,1.1,flat
16.661196,77.08446,379.0,1.2,flat
16.661196,77.089164,376.0,0.2,flat
16.661196,77.093869,379.0,2.24,flat
16.661196,77.098573,380.0,0.85,flat
16.661196,77.103278,373.0,1.36,flat
16.661196,77.107982,369.0,1.75,flat
16.661196,77.112687,369.0,0.73,flat
16.661196,77.117391,367.0,1.08,flat
16.661196,77.122096,360.0,1.03,flat
16.661196,77.1268,362.0,1.22,flat
16.661196,77.131504,350.0,0.22,flat
16.661196,77.136209,363.0,1.9,flat
16.661196,77.140913,369.0,1.39,flat
16.661196,77.145618,375.0,0.32,flat
16.661196,77.150322,370.0,1.08,flat
16.661196,77.155027,366.0,0.57,flat
16.661196,77.159731,366.0,0.64,flat
16.661196,77.164436,370.0,0.78,flat
16.661196,77.16914,371.0,0.51,flat
16.661196,77.173845,369.0,0.63,flat
16.661196,77.178549,365.0,0.73,flat
16.661196,77.183254,371.0,0.82,flat
16.661196,77.187958,367.0,0.6,flat
16.661196,77.192662,371.0,0.51,flat
16.661196,77.197367,372.0,0.58,flat
16.661196,77.202071,374.0,1.2,flat
16.661196,77.206776,380.0,0.73,flat
16.661196,77.21148,381.0,0.7,flat
16.661196,77.216185,380.0,1.62,flat
16.661196,77.220889,387.0,0.14,flat
16.661196,77.225594,379.0,0.4,flat
16.661196,77.230298,383.0,0.32,flat
16.661196,77.235003,382.0,0.58,flat
16.661196,77.239707,386.0,0.86,flat
16.661196,77.244411,389.0,1.2,flat
16.661196,77.249116,395.0,1.06,flat
16.661196,77.25382,396.0,0.67,flat
16.661196,77.258525,398.0,0.45,flat
16.661196,77.263229,398.0,0.14,flat
16.661196,77.267934,399.0,0.45,flat
16.665701,76.985666,413.0,1.34,flat
16.665701,76.990371,410.0,1.48,flat
16.665701,76.995075,406.0,1.3,flat
16.665701,76.99978,405.0,0.5,flat
16.665701,77.004484,402.0,0.89,flat
16.665701,77.009189,401.0,0.85,flat
16.665701,77.013893,396.0,0.71,flat
16.665701,77.018597,402.0,0.82,flat
16.665701,77.023302,404.0,0.32,flat
16.665701,77.028006,405.0,0.45,flat
16.665701,77.032711,400.0,0.71,flat
16.665701,77.037415,398.0,0.58,flat
16.665701,77.04212,395.0,0.71,flat
16.665701,77.046824,399.0,1.04,flat
16.665701,77.051529,398.0,1.17,flat
16.665701,77.056233,395.0,1.42,flat
16.665701,77.060938,387.0,0.81,flat
16.665701,77.065642,391.0,0.32,flat
16.665701,77.070346,386.0,0.71,flat
16.665701,77.075051,390.0,1.22,flat
16.665701,77.079755,388.0,0.86,flat
16.665701,77.08446,383.0,1.17,flat
16.665701,77.089164,378.0,1.06,flat
16.665701,77.093869,391.0,0.54,flat
16.665701,77.098573,380.0,1.3,flat
16.665701,77.103278,378.0,0.81,flat
16.665701,77.107982,381.0,1.08,flat
16.665701,77.112687,372.0,1.58,flat
16.665701,77.117391,368.0,0.45,flat
16.665701,77.122096,370.0,0.92,flat
16.665701,77.1268,366.0,2.02,flat
16.665701,77.131504,350.0,1.4,flat
16.665701,77.136209,365.0,1.75,flat
16.665701,77.140913,366.0,0.72,flat
16.665701,77.145618,369.0,1.14,flat
16.665701,77.150322,373.0,0.22,flat
16.665701,77.155027,368.0,0.6,flat
16.665701,77.159731,367.0,0.64,flat
16.665701,77.164436,373.0,0.5,flat
16.665701,77.16914,372.0,0.36,flat
16.665701,77.173845,370.0,0.5,flat
16.665701,77.178549,368.0,0.63,flat
16.665701,77.183254,372.0,0.58,flat
16.665701,77.187958,371.0,1.0,flat
16.665701,77.192662,371.0,0.6,flat
16.665701,77.197367,371.0,0.3,flat
16.665701,77.202071,371.0,0.73,flat
16.665701,77.206776,378.0,1.1,flat
16.665701,77.21148,382.0,1.7,flat
16.665701,77.216185,395.0,0.73,flat
16.665701,77.220889,384.0,1.5,flat
16.665701,77.225594,380.0,0.51,flat
16.665701,77.230298,383.0,0.7,flat
16.665701,77.235003,387.0,1.33,flat
16.665701,77.239707,396.0,1.61,flat
16.665701,77.244411,401.0,0.72,flat
16.665701,77.249116,400.0,0.71,flat
16.665701,77.25382,402.0,0.81,flat
16.665701,77.258525,401.0,1.04,flat
16.665701,77.263229,399.0,0.82,flat
16.665701,77.267934,403.0,1.0,flat
16.670205,76.985666,406.0,0.45,flat
16.670205,76.990371,405.0,0.89,flat
16.670205,76.995075,398.0,0.5,flat
16.670205,76.99978,402.0,0.41,flat
16.670205,77.004484,397.0,0.92,flat
16.670205,77.009189,396.0,0.98,flat
16.670205,77.013893,393.0,0.22,flat
16.670205,77.018597,398.0,1.26,flat
16.670205,77.023302,405.0,0.76,flat
16.670205,77.028006,405.0,0.45,flat
16.670205,77.032711,401.0,0.73,flat
16.670205,77.037415,398.0,1.04,flat
16.670205,77.04212,391.0,0.64,flat
16.670205,77.046824,393.0,1.14,flat
16.670205,77.051529,394.0,1.0,flat
16.670205,77.056233,392.0,1.2,flat
16.670205,77.060938,385.0,0.61,flat
16.670205,77.065642,393.0,0.1,flat
16.670205,77.070346,385.0,1.5,flat
16.670205,77.075051,378.0,0.82,flat
16.670205,77.079755,383.0,1.3,flat
16.670205,77.08446,385.0,0.3,flat
16.670205,77.089164,383.0,0.61,flat
16.670205,77.093869,384.0,1.36,flat
16.670205,77.098573,379.0,0.42,flat
16.670205,77.103278,381.0,0.41,flat
16.670205,77.107982,378.0,0.42,flat
16.670205,77.112687,378.0,0.71,flat
16.670205,77.117391,371.0,0.92,flat
16.670205,77.122096,369.0,0.63,flat
16.670205,77.1268,365.0,0.58,flat
16.670205,77.131504,364.0,1.66,flat
16.670205,77.136209,356.0,0.14,flat
16.670205,77.140913,363.0,1.64,flat
16.670205,77.145618,366.0,1.08,flat
16.670205,77.150322,372.0,0.6,flat
16.670205,77.155027,366.0,0.28,flat
16.670205,77.159731,370.0,0.4,flat
16.670205,77.164436,370.0,0.5,flat
16.670205,77.16914,373.0,0.45,flat
16.670205,77.173845,372.0,0.45,flat
16.670205,77.178549,371.0,0.89,flat
16.670205,77.183254,376.0,0.78,flat
16.670205,77.187958,377.0,0.51,flat
16.670205,77.192662,377.0,0.82,flat
16.670205,77.197367,375.0,0.71,flat
16.670205,77.202071,376.0,1.36,flat
16.670205,77.206776,379.0,0.78,flat
16.670205,77.21148,382.0,0.85,flat
16.670205,77.216185,387.0,1.34,flat
16.670205,77.220889,388.0,0.76,flat
16.670205,77.225594,384.0,0.64,flat
16.670205,77.230298,383.0,0.22,flat
16.670205,77.235003,385.0,1.14,flat
16.670205,77.239707,394.0,1.0,flat
16.670205,77.244411,395.0,1.0,flat
16.670205,77.249116,402.0,0.95,flat
16.670205,77.25382,404.0,0.61,flat
16.670205,77.258525,408.0,1.61,flat
16.670205,77.263229,406.0,1.24,flat
16.670205,77.267934,405.0,1.41,flat
16.67471,76.985666,409.0,0.92,flat
16.67471,76.990371,406.0,0.81,flat
16.67471,76.995075,402.0,0.51,flat
16.67471,76.99978,401.0,0.81,flat
16.67471,77.004484,395.0,0.98,flat
16.67471,77.009189,392.0,1.0,flat
16.67471,77.013893,395.0,0.78,flat
16.67471,77.018597,398.0,0.67,flat
16.67471,77.023302,401.0,0.78,flat
16.67471,77.028006,403.0,0.41,flat
16.67471,77.032711,402.0,0.81,flat
16.67471,77.037415,395.0,1.14,flat
16.67471,77.04212,391.0,0.7,flat
16.67471,77.046824,388.0,0.67,flat
16.67471,77.051529,388.0,0.61,flat
16.67471,77.056233,387.0,0.99,flat
16.67471,77.060938,381.0,0.64,flat
16.67471,77.065642,392.0,1.62,flat
16.67471,77.070346,387.0,1.02,flat
16.67471,77.075051,382.0,1.08,flat
16.67471,77.079755,377.0,0.54,flat
16.67471,77.08446,380.0,1.14,flat
16.67471,77.089164,384.0,0.82,flat
16.67471,77.093869,378.0,0.86,flat
16.67471,77.098573,377.0,0.4,flat
16.67471,77.103278,382.0,0.92,flat
16.67471,77.107982,384.0,1.21,flat
16.67471,77.112687,371.0,1.84,flat
16.67471,77.117391,370.0,0.58,flat
16.67471,77.122096,368.0,0.92,flat
16.67471,77.1268,363.0,0.41,flat
16.67471,77.131504,364.0,0.22,flat
16.67471,77.136209,364.0,1.56,flat
16.67471,77.140913,353.0,0.22,flat
16.67471,77.145618,363.0,1.4,flat
16.67471,77.150322,367.0,1.92,flat
16.67471,77.155027,366.0,0.0,flat
16.67471,77.159731,367.0,0.42,flat
16.67471,77.164436,369.0,0.91,flat
16.67471,77.16914,376.0,0.71,flat
16.67471,77.173845,374.0,0.5,flat
16.67471,77.178549,376.0,0.32,flat
16.67471,77.183254,377.0,0.2,flat
16.67471,77.187958,376.0,0.36,flat
16.67471,77.192662,379.0,0.28,flat
16.67471,77.197367,378.0,0.78,flat
16.67471,77.202071,384.0,0.86,flat
16.67471,77.206776,383.0,1.12,flat
16.67471,77.21148,379.0,0.7,flat
16.67471,77.216185,383.0,1.34,flat
16.67471,77.220889,391.0,1.0,flat
16.67471,77.225594,384.0,0.85,flat
16.67471,77.230298,385.0,0.9,flat
16.67471,77.235003,384.0,1.02,flat
