lat,lon,elevation_m,slope_pct,slope_category
16.634169,77.098573,417.1,0.06,flat
16.634169,77.103278,416.8,0.06,flat
16.634169,77.107982,416.5,0.06,flat
16.634169,77.112687,416.2,0.08,flat
16.634169,77.117391,415.8,0.08,flat
16.634169,77.122096,415.5,0.06,flat
16.634169,77.1268,415.2,0.06,flat
16.634169,77.131504,414.9,0.06,flat
16.634169,77.136209,414.6,0.06,flat
16.634169,77.140913,414.3,0.06,flat
16.634169,77.145618,414.0,0.06,flat
16.634169,77.150322,413.7,0.06,flat
16.634169,77.155027,413.4,0.06,flat
16.634169,77.159731,413.1,0.06,flat
16.634169,77.164436,412.8,0.06,flat
16.634169,77.16914,412.5,0.06,flat
16.634169,77.173845,412.2,0.06,flat
16.634169,77.178549,411.9,0.06,flat
16.634169,77.183254,411.6,0.07,flat
16.634169,77.187958,411.2,0.07,flat
16.634169,77.192662,410.9,0.06,flat
16.634169,77.197367,410.6,0.06,flat
16.634169,77.202071,410.3,0.06,flat
16.634169,77.206776,410.0,0.06,flat
16.634169,77.21148,409.7,0.06,flat
16.634169,77.216185,409.4,0.05,flat
16.634169,77.220889,409.2,0.05,flat
16.634169,77.225594,408.9,0.06,flat
16.634169,77.230298,408.6,0.06,flat
16.634169,77.235003,408.3,0.06,flat
16.634169,77.239707,408.0,0.06,flat
16.634169,77.244411,407.7,0.06,flat
16.634169,77.249116,407.4,0.06,flat
16.634169,77.25382,407.1,0.06,flat
16.634169,77.258525,406.8,0.06,flat
16.634169,77.263229,406.5,0.05,flat
16.634169,77.267934,406.3,0.04,flat
16.638674,76.985666,424.1,0.06,flat
16.638674,76.990371,423.8,0.06,flat
16.638674,76.995075,423.5,0.06,flat
16.638674,76.99978,423.2,0.06,flat
16.638674,77.004484,422.9,0.06,flat
16.638674,77.009189,422.7,0.06,flat
16.638674,77.013893,422.4,0.06,flat
16.638674,77.018597,422.1,0.06,flat
16.638674,77.023302,421.8,0.06,flat
16.638674,77.028006,421.5,0.06,flat
16.638674,77.032711,421.2,0.06,flat
16.638674,77.037415,420.9,0.06,flat
16.638674,77.04212,420.6,0.06,flat
16.638674,77.046824,420.3,0.06,flat
16.638674,77.051529,420.0,0.06,flat
16.638674,77.056233,419.7,0.06,flat
16.638674,77.060938,419.4,0.06,flat
16.638674,77.065642,419.1,0.06,flat
16.638674,77.070346,418.8,0.06,flat
16.638674,77.075051,418.5,0.06,flat
16.638674,77.079755,418.2,0.06,flat
16.638674,77.08446,417.9,0.06,flat
16.638674,77.089164,417.6,0.06,flat
16.638674,77.093869,417.3,0.06,flat
16.638674,77.098573,417.0,0.06,flat
16.638674,77.103278,416.7,0.06,flat
16.638674,77.107982,416.4,0.08,flat
16.638674,77.112687,416.0,0.08,flat
16.638674,77.117391,415.7,0.06,flat
16.638674,77.122096,415.4,0.06,flat
16.638674,77.1268,415.1,0.06,flat
16.638674,77.131504,414.8,0.06,flat
16.638674,77.136209,414.5,0.06,flat
16.638674,77.140913,414.2,0.06,flat
16.638674,77.145618,413.9,0.06,flat
16.638674,77.150322,413.6,0.06,flat
16.638674,77.155027,413.3,0.06,flat
16.638674,77.159731,413.0,0.06,flat
16.638674,77.164436,412.7,0.06,flat
16.638674,77.16914,412.4,0.06,flat
16.638674,77.173845,412.1,0.06,flat
16.638674,77.178549,411.8,0.06,flat
16.638674,77.183254,411.5,0.06,flat
16.638674,77.187958,411.2,0.06,flat
16.638674,77.192662,410.9,0.06,flat
16.638674,77.197367,410.6,0.06,flat
16.638674,77.202071,410.3,0.06,flat
16.638674,77.206776,410.0,0.06,flat
16.638674,77.21148,409.7,0.06,flat
16.638674,77.216185,409.4,0.06,flat
16.638674,77.220889,409.1,0.06,flat
16.638674,77.225594,408.8,0.06,flat
16.638674,77.230298,408.5,0.06,flat
16.638674,77.235003,408.2,0.06,flat
16.638674,77.239707,407.9,0.06,flat
16.638674,77.244411,407.6,0.06,flat
16.638674,77.249116,407.3,0.05,flat
16.638674,77.25382,407.1,0.05,flat
16.638674,77.258525,406.8,0.06,flat
16.638674,77.263229,406.5,0.06,flat
16.638674,77.267934,406.2,0.06,flat
16.643178,76.985666,424.0,0.06,flat
16.643178,76.990371,423.7,0.06,flat
16.643178,76.995075,423.4,0.06,flat
16.643178,76.99978,423.1,0.06,flat
16.643178,77.004484,422.8,0.06,flat
16.643178,77.009189,422.5,0.06,flat
16.643178,77.013893,422.3,0.06,flat
16.643178,77.018597,422.0,0.06,flat
16.643178,77.023302,421.7,0.06,flat
16.643178,77.028006,421.4,0.06,flat
16.643178,77.032711,421.1,0.06,flat
16.643178,77.037415,420.8,0.06,flat
16.643178,77.04212,420.5,0.06,flat
16.643178,77.046824,420.2,0.06,flat
16.643178,77.051529,419.9,0.06,flat
16.643178,77.056233,419.6,0.06,flat
16.643178,77.060938,419.3,0.06,flat
16.643178,77.065642,419.0,0.06,flat
16.643178,77.070346,418.7,0.06,flat
16.643178,77.075051,418.4,0.06,flat
16.643178,77.079755,418.1,0.06,flat
16.643178,77.08446,417.8,0.06,flat
16.643178,77.089164,417.5,0.06,flat
16.643178,77.093869,417.2,0.06,flat
16.643178,77.098573,416.9,0.07,flat
16.643178,77.103278,416.6,0.08,flat
16.643178,77.107982,416.2,0.08,flat
16.643178,77.112687,415.9,0.06,flat
16.643178,77.117391,415.6,0.06,flat
16.643178,77.122096,415.3,0.06,flat
16.643178,77.1268,415.0,0.06,flat
16.643178,77.131504,414.7,0.06,flat
16.643178,77.136209,414.4,0.06,flat
16.643178,77.140913,414.1,0.06,flat
16.643178,77.145618,413.8,0.06,flat
16.643178,77.150322,413.5,0.06,flat
16.643178,77.155027,413.2,0.06,flat
16.643178,77.159731,412.9,0.06,flat
16.643178,77.164436,412.6,0.06,flat
16.643178,77.16914,412.3,0.06,flat
16.643178,77.173845,412.0,0.06,flat
16.643178,77.178549,411.7,0.06,flat
16.643178,77.183254,411.4,0.06,flat
16.643178,77.187958,411.1,0.06,flat
16.643178,77.192662,410.8,0.06,flat
16.643178,77.197367,410.5,0.06,flat
16.643178,77.202071,410.2,0.06,flat
16.643178,77.206776,409.9,0.06,flat
16.643178,77.21148,409.6,0.06,flat
16.643178,77.216185,409.3,0.06,flat
16.643178,77.220889,409.0,0.06,flat
16.643178,77.225594,408.7,0.06,flat
16.643178,77.230298,408.4,0.06,flat
16.643178,77.235003,408.1,0.05,flat
16.643178,77.239707,407.9,0.05,flat
16.643178,77.244411,407.6,0.06,flat
16.643178,77.249116,407.3,0.06,flat
16.643178,77.25382,407.0,0.06,flat
16.643178,77.258525,406.7,0.05,flat
16.643178,77.263229,406.5,0.05,flat
16.643178,77.267934,406.2,0.06,flat
16.647683,76.985666,423.9,0.06,flat
16.647683,76.990371,423.6,0.06,flat
16.647683,76.995075,423.3,0.06,flat
16.647683,76.99978,423.0,0.06,flat
16.647683,77.004484,422.7,0.06,flat
16.647683,77.009189,422.4,0.06,flat
16.647683,77.013893,422.1,0.06,flat
16.647683,77.018597,421.9,0.06,flat
16.647683,77.023302,421.6,0.07,flat
16.647683,77.028006,421.3,0.07,flat
16.647683,77.032711,421.0,0.06,flat
16.647683,77.037415,420.7,0.06,flat
16.647683,77.04212,420.4,0.06,flat
16.647683,77.046824,420.1,0.06,flat
16.647683,77.051529,419.8,0.06,flat
16.647683,77.056233,419.5,0.06,flat
16.647683,77.060938,419.2,0.06,flat
16.647683,77.065642,418.9,0.06,flat
16.647683,77.070346,418.6,0.06,flat
16.647683,77.075051,418.3,0.06,flat
16.647683,77.079755,418.0,0.06,flat
16.647683,77.08446,417.7,0.06,flat
16.647683,77.089164,417.4,0.07,flat
16.647683,77.093869,417.1,0.08,flat
16.647683,77.098573,416.7,0.08,flat
16.647683,77.103278,416.4,0.07,flat
16.647683,77.107982,416.1,0.06,flat
16.647683,77.112687,415.8,0.06,flat
16.647683,77.117391,415.5,0.06,flat
16.647683,77.122096,415.2,0.06,flat
16.647683,77.1268,414.9,0.06,flat
16.647683,77.131504,414.6,0.06,flat
16.647683,77.136209,414.3,0.06,flat
16.647683,77.140913,414.0,0.06,flat
16.647683,77.145618,413.7,0.06,flat
16.647683,77.150322,413.4,0.06,flat
16.647683,77.155027,413.1,0.06,flat
16.647683,77.159731,412.8,0.06,flat
16.647683,77.164436,412.5,0.06,flat
16.647683,77.16914,412.2,0.06,flat
16.647683,77.173845,411.9,0.06,flat
16.647683,77.178549,411.6,0.06,flat
16.647683,77.183254,411.3,0.06,flat
16.647683,77.187958,411.0,0.06,flat
16.647683,77.192662,410.7,0.06,flat
16.647683,77.197367,410.4,0.06,flat
16.647683,77.202071,410.1,0.06,flat
16.647683,77.206776,409.8,0.06,flat
16.647683,77.21148,409.5,0.06,flat
16.647683,77.216185,409.2,0.06,flat
16.647683,77.220889,408.9,0.05,flat
16.647683,77.225594,408.7,0.05,flat
16.647683,77.230298,408.4,0.06,flat
16.647683,77.235003,408.1,0.06,flat
16.647683,77.239707,407.8,0.06,flat
16.647683,77.244411,407.5,0.06,flat
16.647683,77.249116,407.2,0.05,flat
16.647683,77.25382,407.0,0.05,flat
16.647683,77.258525,406.7,0.06,flat
16.647683,77.263229,406.4,0.06,flat
16.647683,77.267934,406.1,0.06,flat
16.652187,76.985666,423.8,0.07,flat
16.652187,76.990371,423.5,0.06,flat
16.652187,76.995075,423.2,0.06,flat
16.652187,76.99978,422.9,0.06,flat
16.652187,77.004484,422.6,0.06,flat
16.652187,77.009189,422.3,0.06,flat
16.652187,77.013893,422.0,0.06,flat
16.652187,77.018597,421.7,0.07,flat
16.652187,77.023302,421.4,0.07,flat
16.652187,77.028006,421.1,0.06,flat
16.652187,77.032711,420.9,0.06,flat
16.652187,77.037415,420.6,0.07,flat
16.652187,77.04212,420.3,0.07,flat
16.652187,77.046824,420.0,0.07,flat
16.652187,77.051529,419.7,0.07,flat
16.652187,77.056233,419.4,0.07,flat
16.652187,77.060938,419.1,0.07,flat
16.652187,77.065642,418.8,0.07,flat
16.652187,77.070346,418.5,0.07,flat
16.652187,77.075051,418.2,0.07,flat
16.652187,77.079755,417.9,0.07,flat
16.652187,77.08446,417.6,0.08,flat
16.652187,77.089164,417.2,0.08,flat
16.652187,77.093869,416.9,0.07,flat
16.652187,77.098573,416.6,0.06,flat
16.652187,77.103278,416.3,0.06,flat
16.652187,77.107982,416.0,0.06,flat
16.652187,77.112687,415.7,0.06,flat
16.652187,77.117391,415.4,0.06,flat
16.652187,77.122096,415.1,0.06,flat
16.652187,77.1268,414.8,0.06,flat
16.652187,77.131504,414.5,0.06,flat
16.652187,77.136209,414.2,0.06,flat
16.652187,77.140913,413.9,0.06,flat
16.652187,77.145618,413.6,0.06,flat
16.652187,77.150322,413.3,0.06,flat
16.652187,77.155027,413.0,0.06,flat
16.652187,77.159731,412.7,0.06,flat
16.652187,77.164436,412.4,0.06,flat
16.652187,77.16914,412.1,0.06,flat
16.652187,77.173845,411.8,0.06,flat
16.652187,77.178549,411.5,0.06,flat
16.652187,77.183254,411.2,0.06,flat
16.652187,77.187958,410.9,0.06,flat
16.652187,77.192662,410.6,0.06,flat
16.652187,77.197367,410.3,0.06,flat
16.652187,77.202071,410.0,0.06,flat
16.652187,77.206776,409.7,0.06,flat
16.652187,77.21148,409.4,0.05,flat
16.652187,77.216185,409.2,0.05,flat
16.652187,77.220889,408.9,0.06,flat
16.652187,77.225594,408.6,0.06,flat
16.652187,77.230298,408.3,0.06,flat
16.652187,77.235003,408.0,0.06,flat
16.652187,77.239707,407.7,0.05,flat
16.652187,77.244411,407.5,0.05,flat
16.652187,77.249116,407.2,0.06,flat
16.652187,77.25382,406.9,0.06,flat
16.652187,77.258525,406.6,0.05,flat
16.652187,77.263229,406.4,0.05,flat
16.652187,77.267934,406.1,0.06,flat
16.656692,76.985666,423.6,0.05,flat
16.656692,76.990371,423.4,0.06,flat
16.656692,76.995075,423.1,0.07,flat
16.656692,76.99978,422.8,0.06,flat
16.656692,77.004484,422.5,0.06,flat
16.656692,77.009189,422.2,0.06,flat
16.656692,77.013893,421.9,0.06,flat
16.656692,77.018597,421.6,0.06,flat
16.656692,77.023302,421.3,0.06,flat
16.656692,77.028006,421.0,0.06,flat
16.656692,77.032711,420.7,0.07,flat
16.656692,77.037415,420.4,0.07,flat
16.656692,77.04212,420.1,0.07,flat
16.656692,77.046824,419.8,0.07,flat
16.656692,77.051529,419.5,0.07,flat
16.656692,77.056233,419.2,0.07,flat
16.656692,77.060938,418.9,0.07,flat
16.656692,77.065642,418.6,0.07,flat
16.656692,77.070346,418.3,0.07,flat
16.656692,77.075051,418.0,0.07,flat
16.656692,77.079755,417.7,0.07,flat
16.656692,77.08446,417.4,0.07,flat
16.656692,77.089164,417.1,0.06,flat
16.656692,77.093869,416.8,0.06,flat
16.656692,77.098573,416.5,0.06,flat
16.656692,77.103278,416.2,0.06,flat
16.656692,77.107982,415.9,0.06,flat
16.656692,77.112687,415.6,0.06,flat
16.656692,77.117391,415.3,0.06,flat
16.656692,77.122096,415.0,0.06,flat
16.656692,77.1268,414.7,0.06,flat
16.656692,77.131504,414.4,0.06,flat
16.656692,77.136209,414.1,0.06,flat
16.656692,77.140913,413.8,0.06,flat
16.656692,77.145618,413.5,0.06,flat
16.656692,77.150322,413.2,0.06,flat
16.656692,77.155027,412.9,0.06,flat
16.656692,77.159731,412.6,0.06,flat
16.656692,77.164436,412.3,0.06,flat
16.656692,77.16914,412.0,0.06,flat
16.656692,77.173845,411.7,0.06,flat
16.656692,77.178549,411.4,0.06,flat
16.656692,77.183254,411.1,0.06,flat
16.656692,77.187958,410.8,0.06,flat
16.656692,77.192662,410.5,0.06,flat
16.656692,77.197367,410.2,0.05,flat
16.656692,77.202071,410.0,0.05,flat
16.656692,77.206776,409.7,0.06,flat
16.656692,77.21148,409.4,0.06,flat
16.656692,77.216185,409.1,0.06,flat
16.656692,77.220889,408.8,0.06,flat
16.656692,77.225594,408.5,0.05,flat
16.656692,77.230298,408.3,0.05,flat
16.656692,77.235003,408.0,0.06,flat
16.656692,77.239707,407.7,0.06,flat
16.656692,77.244411,407.4,0.06,flat
16.656692,77.249116,407.1,0.05,flat
16.656692,77.25382,406.9,0.05,flat
16.656692,77.258525,406.6,0.06,flat
16.656692,77.263229,406.3,0.05,flat
16.656692,77.267934,406.1,0.04,flat
16.661196,76.985666,423.5,0.06,flat
16.661196,76.990371,423.2,0.07,flat
16.661196,76.995075,422.9,0.06,flat
16.661196,76.99978,422.7,0.06,flat
16.661196,77.004484,422.4,0.06,flat
16.661196,77.009189,422.1,0.06,flat
16.661196,77.013893,421.8,0.06,flat
16.661196,77.018597,421.5,0.06,flat
16.661196,77.023302,421.2,0.06,flat
16.661196,77.028006,420.9,0.06,flat
16.661196,77.032711,420.6,0.06,flat
16.661196,77.037415,420.3,0.06,flat
16.661196,77.04212,420.0,0.06,flat
16.661196,77.046824,419.7,0.06,flat
16.661196,77.051529,419.4,0.06,flat
16.661196,77.056233,419.1,0.06,flat
16.661196,77.060938,418.8,0.06,flat
16.661196,77.065642,418.5,0.06,flat
16.661196,77.070346,418.2,0.06,flat
16.661196,77.075051,417.9,0.06,flat
16.661196,77.079755,417.6,0.06,flat
16.661196,77.08446,417.3,0.06,flat
16.661196,77.089164,417.0,0.06,flat
16.661196,77.093869,416.7,0.06,flat
16.661196,77.098573,416.4,0.06,flat
16.661196,77.103278,416.1,0.06,flat
16.661196,77.107982,415.8,0.06,flat
16.661196,77.112687,415.5,0.06,flat
16.661196,77.117391,415.2,0.06,flat
16.661196,77.122096,414.9,0.06,flat
16.661196,77.1268,414.6,0.06,flat
16.661196,77.131504,414.3,0.06,flat
16.661196,77.136209,414.0,0.06,flat
16.661196,77.140913,413.7,0.06,flat
16.661196,77.145618,413.4,0.06,flat
16.661196,77.150322,413.1,0.06,flat
16.661196,77.155027,412.8,0.06,flat
16.661196,77.159731,412.5,0.06,flat
16.661196,77.164436,412.2,0.06,flat
16.661196,77.16914,411.9,0.06,flat
16.661196,77.173845,411.6,0.06,flat
16.661196,77.178549,411.3,0.06,flat
16.661196,77.183254,411.0,0.05,flat
16.661196,77.187958,410.8,0.05,flat
16.661196,77.192662,410.5,0.06,flat
16.661196,77.197367,410.2,0.06,flat
16.661196,77.202071,409.9,0.06,flat
16.661196,77.206776,409.6,0.06,flat
16.661196,77.21148,409.3,0.06,flat
16.661196,77.216185,409.0,0.05,flat
16.661196,77.220889,408.8,0.05,flat
16.661196,77.225594,408.5,0.06,flat
16.661196,77.230298,408.2,0.06,flat
16.661196,77.235003,407.9,0.06,flat
16.661196,77.239707,407.6,0.05,flat
16.661196,77.244411,407.4,0.05,flat
16.661196,77.249116,407.1,0.06,flat
16.661196,77.25382,406.8,0.05,flat
16.661196,77.258525,406.6,0.05,flat
16.661196,77.263229,406.3,0.06,flat
16.661196,77.267934,406.0,0.06,flat
16.665701,76.985666,423.4,0.06,flat
16.665701,76.990371,423.1,0.06,flat
16.665701,76.995075,422.8,0.06,flat
16.665701,76.99978,422.5,0.06,flat
16.665701,77.004484,422.3,0.06,flat
16.665701,77.009189,422.0,0.07,flat
16.665701,77.013893,421.7,0.07,flat
16.665701,77.018597,421.4,0.06,flat
16.665701,77.023302,421.1,0.06,flat
16.665701,77.028006,420.8,0.06,flat
16.665701,77.032711,420.5,0.06,flat
16.665701,77.037415,420.2,0.06,flat
16.665701,77.04212,419.9,0.06,flat
16.665701,77.046824,419.6,0.06,flat
16.665701,77.051529,419.3,0.06,flat
16.665701,77.056233,419.0,0.06,flat
16.665701,77.060938,418.7,0.06,flat
16.665701,77.065642,418.4,0.06,flat
16.665701,77.070346,418.1,0.06,flat
16.665701,77.075051,417.8,0.06,flat
16.665701,77.079755,417.5,0.06,flat
16.665701,77.08446,417.2,0.06,flat
16.665701,77.089164,416.9,0.06,flat
16.665701,77.093869,416.6,0.06,flat
16.665701,77.098573,416.3,0.06,flat
16.665701,77.103278,416.0,0.06,flat
16.665701,77.107982,415.7,0.06,flat
16.665701,77.112687,415.4,0.06,flat
16.665701,77.117391,415.1,0.06,flat
16.665701,77.122096,414.8,0.06,flat
16.665701,77.1268,414.5,0.06,flat
16.665701,77.131504,414.2,0.06,flat
16.665701,77.136209,413.9,0.06,flat
16.665701,77.140913,413.6,0.06,flat
16.665701,77.145618,413.3,0.06,flat
16.665701,77.150322,413.0,0.06,flat
16.665701,77.155027,412.7,0.06,flat
16.665701,77.159731,412.4,0.06,flat
16.665701,77.164436,412.1,0.06,flat
16.665701,77.16914,411.8,0.05,flat
16.665701,77.173845,411.6,0.05,flat
16.665701,77.178549,411.3,0.06,flat
16.665701,77.183254,411.0,0.06,flat
16.665701,77.187958,410.7,0.06,flat
16.665701,77.192662,410.4,0.06,flat
16.665701,77.197367,410.1,0.06,flat
16.665701,77.202071,409.8,0.06,flat
16.665701,77.206776,409.5,0.05,flat
16.665701,77.21148,409.3,0.05,flat
16.665701,77.216185,409.0,0.06,flat
16.665701,77.220889,408.7,0.06,flat
16.665701,77.225594,408.4,0.05,flat
16.665701,77.230298,408.2,0.05,flat
16.665701,77.235003,407.9,0.06,flat
16.665701,77.239707,407.6,0.06,flat
16.665701,77.244411,407.3,0.05,flat
16.665701,77.249116,407.1,0.05,flat
16.665701,77.25382,406.8,0.06,flat
16.665701,77.258525,406.5,0.05,flat
16.665701,77.263229,406.3,0.05,flat
16.665701,77.267934,406.0,0.06,flat
16.670205,76.985666,423.3,0.07,flat
16.670205,76.990371,423.0,0.06,flat
16.670205,76.995075,422.7,0.06,flat
16.670205,76.99978,422.4,0.06,flat
16.670205,77.004484,422.1,0.07,flat
16.670205,77.009189,421.8,0.07,flat
16.670205,77.013893,421.5,0.06,flat
16.670205,77.018597,421.3,0.06,flat
16.670205,77.023302,421.0,0.07,flat
16.670205,77.028006,420.7,0.07,flat
16.670205,77.032711,420.4,0.06,flat
16.670205,77.037415,420.1,0.06,flat
16.670205,77.04212,419.8,0.06,flat
16.670205,77.046824,419.5,0.06,flat
16.670205,77.051529,419.2,0.06,flat
16.670205,77.056233,418.9,0.06,flat
16.670205,77.060938,418.6,0.06,flat
16.670205,77.065642,418.3,0.06,flat
16.670205,77.070346,418.0,0.06,flat
16.670205,77.075051,417.7,0.06,flat
16.670205,77.079755,417.4,0.06,flat
16.670205,77.08446,417.1,0.06,flat
16.670205,77.089164,416.8,0.06,flat
16.670205,77.093869,416.5,0.06,flat
16.670205,77.098573,416.2,0.06,flat
16.670205,77.103278,415.9,0.06,flat
16.670205,77.107982,415.6,0.06,flat
16.670205,77.112687,415.3,0.06,flat
16.670205,77.117391,415.0,0.06,flat
16.670205,77.122096,414.7,0.06,flat
16.670205,77.1268,414.4,0.06,flat
16.670205,77.131504,414.1,0.06,flat
16.670205,77.136209,413.8,0.06,flat
16.670205,77.140913,413.5,0.06,flat
16.670205,77.145618,413.2,0.06,flat
16.670205,77.150322,412.9,0.06,flat
16.670205,77.155027,412.6,0.06,flat
16.670205,77.159731,412.3,0.05,flat
16.670205,77.164436,412.1,0.05,flat
16.670205,77.16914,411.8,0.06,flat
16.670205,77.173845,411.5,0.06,flat
16.670205,77.178549,411.2,0.06,flat
16.670205,77.183254,410.9,0.06,flat
16.670205,77.187958,410.6,0.06,flat
16.670205,77.192662,410.3,0.06,flat
16.670205,77.197367,410.0,0.05,flat
16.670205,77.202071,409.8,0.05,flat
16.670205,77.206776,409.5,0.06,flat
16.670205,77.21148,409.2,0.06,flat
16.670205,77.216185,408.9,0.05,flat
16.670205,77.220889,408.7,0.05,flat
16.670205,77.225594,408.4,0.06,flat
16.670205,77.230298,408.1,0.06,flat
16.670205,77.235003,407.8,0.05,flat
16.670205,77.239707,407.6,0.05,flat
16.670205,77.244411,407.3,0.06,flat
16.670205,77.249116,407.0,0.05,flat
16.670205,77.25382,406.8,0.05,flat
16.670205,77.258525,406.5,0.05,flat
16.670205,77.263229,406.3,0.05,flat
16.670205,77.267934,406.0,0.06,flat
16.67471,76.985666,423.1,0.05,flat
16.67471,76.990371,422.9,0.06,flat
16.67471,76.995075,422.6,0.06,flat
16.67471,76.99978,422.3,0.06,flat
16.67471,77.004484,422.0,0.06,flat
16.67471,77.009189,421.7,0.06,flat
16.67471,77.013893,421.4,0.06,flat
16.67471,77.018597,421.1,0.07,flat
16.67471,77.023302,420.8,0.07,flat
16.67471,77.028006,420.5,0.06,flat
16.67471,77.032711,420.3,0.06,flat
16.67471,77.037415,420.0,0.07,flat
16.67471,77.04212,419.7,0.07,flat
16.67471,77.046824,419.4,0.07,flat
16.67471,77.051529,419.1,0.06,flat
16.67471,77.056233,418.8,0.06,flat
16.67471,77.060938,418.5,0.06,flat
16.67471,77.065642,418.2,0.06,flat
16.67471,77.070346,417.9,0.06,flat
16.67471,77.075051,417.6,0.06,flat
16.67471,77.079755,417.3,0.06,flat
16.67471,77.08446,417.0,0.06,flat
16.67471,77.089164,416.7,0.06,flat
16.67471,77.093869,416.4,0.06,flat
16.67471,77.098573,416.1,0.06,flat
16.67471,77.103278,415.8,0.06,flat
16.67471,77.107982,415.5,0.06,flat
16.67471,77.112687,415.2,0.06,flat
16.67471,77.117391,414.9,0.06,flat
16.67471,77.122096,414.6,0.06,flat
16.67471,77.1268,414.3,0.06,flat
16.67471,77.131504,414.0,0.06,flat
16.67471,77.136209,413.7,0.06,flat
16.67471,77.140913,413.4,0.06,flat
16.67471,77.145618,413.1,0.06,flat
16.67471,77.150322,412.8,0.05,flat
16.67471,77.155027,412.6,0.05,flat
16.67471,77.159731,412.3,0.06,flat
16.67471,77.164436,412.0,0.06,flat
16.67471,77.16914,411.7,0.06,flat
16.67471,77.173845,411.4,0.06,flat
16.67471,77.178549,411.1,0.06,flat
16.67471,77.183254,410.8,0.06,flat
16.67471,77.187958,410.5,0.05,flat
16.67471,77.192662,410.3,0.05,flat
16.67471,77.197367,410.0,0.06,flat
16.67471,77.202071,409.7,0.06,flat
16.67471,77.206776,409.4,0.05,flat
16.67471,77.21148,409.2,0.05,flat
16.67471,77.216185,408.9,0.06,flat
16.67471,77.220889,408.6,0.06,flat
16.67471,77.225594,408.3,0.05,flat
16.67471,77.230298,408.1,0.05,flat
16.67471,77.235003,407.8,0.06,flat
